userid,college,status
bobinetteGertruda4831,Illinois College,accepted
bobinetteGertruda4831,Iona College,pending
bobinetteGertruda4831,University of California-Davis,denied
bobinetteGertruda4831,Hendrix College,accepted
bobinetteGertruda4831,University of Houston,pending
bobinetteGertruda4831,DePauw University,accepted
bobinetteGertruda4831,Siena College,accepted
bobinetteGertruda4831,Lawrence Technological University,accepted
bobinetteGertruda4831,Williams College,denied
leonoreMeris2544,University of Alabama at Birmingham,pending
leonoreMeris2544,Idaho State University,pending
leonoreMeris2544,Texas Christian University,pending
leonoreMeris2544,Siena College,accepted
leonoreMeris2544,Utah State University,accepted
leonoreMeris2544,New Jersey Institute of Technology,wait-listed
leonoreMeris2544,Massachusetts Institute of Technology,pending
faricaCarling117,Williams College,denied
faricaCarling117,Vassar College,pending
faricaCarling117,Texas Tech University,accepted
faricaCarling117,Mount Holyoke College,pending
dioneAshia174,Stony Brook University,accepted
dioneAshia174,Iona College,accepted
dioneAshia174,Gettysburg College,accepted
dioneAshia174,Princeton University,denied
dioneAshia174,Missouri University of Science and Technology,pending
dioneAshia174,California State University-East Bay,pending
dioneAshia174,SUNY College of Environmental Science and Forestry,accepted
emilyWeismann1900,Westmont College,pending
emilyWeismann1900,Mount Holyoke College,denied
emilyWeismann1900,University of Alabama at Birmingham,pending
emilyWeismann1900,Mississippi State University,accepted
emilyWeismann1900,DePauw University,pending
candideGarnet1476,Colgate University,denied
candideGarnet1476,Princeton University,pending
candideGarnet1476,Fordham University,accepted
candideGarnet1476,Wagner College,pending
candideGarnet1476,University of Nevada-Reno,wait-listed
candideGarnet1476,University of Nevada-Las Vegas,pending
thaliaManuela351,University of California-Santa Barbara,wait-listed
thaliaManuela351,Missouri University of Science and Technology,pending
thaliaManuela351,North Park University,pending
thaliaManuela351,California State University-Fresno,accepted
mellaAharon717,University of Illinois at Chicago,accepted
mellaAharon717,Fordham University,pending
mellaAharon717,Stevenson University,pending
mellaAharon717,Utah State University,pending
mellaAharon717,Centre College,accepted
mellaAharon717,Drake University,accepted
mellaAharon717,University of Massachusetts-Amherst,pending
mellaAharon717,New York University,denied
mellaAharon717,Reed College,denied
mellaAharon717,DePaul University,pending
mellaAharon717,University of California-Santa Barbara,pending
mellaAharon717,Mount Holyoke College,denied
mellaAharon717,University of Nevada-Reno,pending
mellaAharon717,Northwestern University,denied
mellaAharon717,Illinois College,pending
mellaAharon717,California State University-Monterey Bay,denied
mellaAharon717,Colgate University,pending
jenelleHarrie7215,William Jewell College,pending
jenelleHarrie7215,Stony Brook University,accepted
jenelleHarrie7215,Northwestern University,pending
jenelleHarrie7215,School of the Art Institute of Chicago,pending
ronniHastie2137,Smith College,pending
aleciaGrady6993,University of Houston,pending
aleciaGrady6993,University of California-Davis,pending
aleciaGrady6993,St Bonaventure University,wait-listed
aleciaGrady6993,California State University-East Bay,accepted
aleciaGrady6993,Central Connecticut State University,pending
aleciaGrady6993,Illinois College,accepted
aleciaGrady6993,New York University,wait-listed
aleciaGrady6993,Smith College,pending
aleciaGrady6993,SUNY College of Environmental Science and Forestry,accepted
aleciaGrady6993,Iona College,accepted
aleciaGrady6993,The University of Alabama,pending
aleciaGrady6993,North Park University,denied
aleciaGrady6993,Clarkson University,pending
aleciaGrady6993,Nova Southeastern University,accepted
alysiaWoods8950,Clarkson University,accepted
alysiaWoods8950,Drake University,pending
alysiaWoods8950,Samford University,wait-listed
floriJegar543,Utah State University,pending
floriJegar543,Gettysburg College,pending
floriJegar543,DePaul University,accepted
floriJegar543,Smith College,denied
floriJegar543,California State University-East Bay,accepted
floriJegar543,Wagner College,pending
floriJegar543,Illinois College,pending
floriJegar543,School of the Art Institute of Chicago,accepted
floriJegar543,Merrimack College,accepted
floriJegar543,Mississippi State University,pending
rosalindaShieh8713,Samford University,accepted
rosalindaShieh8713,Princeton University,pending
rosalindaShieh8713,Colorado College,denied
rosalindaShieh8713,DePauw University,accepted
rosalindaShieh8713,Providence College,accepted
rosalindaShieh8713,Nova Southeastern University,pending
rosalindaShieh8713,Rider University,pending
rosalindaShieh8713,Westmont College,pending
rosalindaShieh8713,Mercer University,accepted
rosalindaShieh8713,Gordon College,pending
babbPickard3841,The College of Wooster,pending
babbPickard3841,Hendrix College,accepted
babbPickard3841,Smith College,pending
babbPickard3841,Lawrence Technological University,pending
gayleneDiego918,University of Houston,pending
gayleneDiego918,University of Utah,wait-listed
gayleneDiego918,The College of Wooster,accepted
gayleneDiego918,Massachusetts Institute of Technology,pending
gayleneDiego918,Mercer University,pending
gayleneDiego918,Gordon College,accepted
gayleneDiego918,University of Massachusetts-Amherst,accepted
gayleneDiego918,Centre College,pending
gayleneDiego918,The College of Saint Scholastica,wait-listed
gayleneDiego918,Florida Gulf Coast University,accepted
gayleneDiego918,Utah State University,pending
estherAllcot184,Rice University,pending
estherAllcot184,Nova Southeastern University,pending
estherAllcot184,Carnegie Mellon University,pending
estherAllcot184,Campbell University,wait-listed
estherAllcot184,University of Delaware,pending
estherAllcot184,Indiana University-Bloomington,pending
estherAllcot184,Texas Tech University,pending
angeleGorlicki7212,Northwestern University,pending
angeleGorlicki7212,Clarkson University,pending
angeleGorlicki7212,William Jewell College,denied
angeleGorlicki7212,University of Alabama at Birmingham,accepted
angeleGorlicki7212,Fordham University,denied
angeleGorlicki7212,Drexel University,pending
angeleGorlicki7212,Gannon University,pending
angeleGorlicki7212,California State University-East Bay,accepted
angeleGorlicki7212,School of the Art Institute of Chicago,pending
angeleGorlicki7212,Campbell University,wait-listed
angeleGorlicki7212,Providence College,pending
angeleGorlicki7212,Central Connecticut State University,accepted
carenPalgrave1402,University of Houston,wait-listed
carenPalgrave1402,Clarkson University,pending
carenPalgrave1402,Samford University,pending
carenPalgrave1402,North Park University,accepted
carenPalgrave1402,School of the Art Institute of Chicago,accepted
carenPalgrave1402,Franklin and Marshall College,pending
carenPalgrave1402,New Jersey Institute of Technology,pending
carenPalgrave1402,University of Massachusetts-Amherst,wait-listed
carenPalgrave1402,Berry College,pending
carenPalgrave1402,University of Nevada-Reno,pending
emmeyAshla9468,California State University-Fresno,pending
emmeyAshla9468,University of Massachusetts-Amherst,accepted
emmeyAshla9468,Transylvania University,accepted
emmeyAshla9468,Idaho State University,pending
emmeyAshla9468,Moravian College,pending
emmeyAshla9468,Texas Tech University,pending
emmeyAshla9468,New York University,accepted
emmeyAshla9468,Hope College,wait-listed
emmeyAshla9468,Manhattan College,wait-listed
emmeyAshla9468,Franklin and Marshall College,pending
emmeyAshla9468,University of Arkansas,pending
emmeyAshla9468,University of Alabama at Birmingham,accepted
emmeyAshla9468,University of Illinois at Chicago,pending
emmeyAshla9468,Gannon University,pending
emmeyAshla9468,Mercer University,pending
emmeyAshla9468,University of Delaware,pending
emmeyAshla9468,School of the Art Institute of Chicago,accepted
dodyCai9541,Rider University,accepted
dodyCai9541,Smith College,pending
dodyCai9541,The College of Saint Scholastica,pending
dodyCai9541,The University of Alabama,pending
dodyCai9541,New Jersey Institute of Technology,accepted
dodyCai9541,Illinois College,pending
dodyCai9541,Hope College,pending
dodyCai9541,Carnegie Mellon University,denied
dodyCai9541,Merrimack College,accepted
dodyCai9541,Nova Southeastern University,accepted
dorrieTheurer6228,Missouri University of Science and Technology,pending
dorrieTheurer6228,University of California-Santa Barbara,denied
dorrieTheurer6228,SUNY College of Environmental Science and Forestry,accepted
dorrieTheurer6228,Drake University,pending
dorrieTheurer6228,California State University-Monterey Bay,accepted
dorrieTheurer6228,The College of Saint Scholastica,pending
dorrieTheurer6228,Hendrix College,pending
arlyNagel2779,Smith College,pending
arlyNagel2779,Mount Holyoke College,denied
arlyNagel2779,Saint Louis University,accepted
arlyNagel2779,New York University,pending
arlyNagel2779,California State University-Fresno,pending
arlyNagel2779,California State University-Monterey Bay,pending
arlyNagel2779,San Diego State University,accepted
arlyNagel2779,Gannon University,pending
arlyNagel2779,University of Illinois at Chicago,pending
arlyNagel2779,University of Alabama at Birmingham,pending
arlyNagel2779,California State University-East Bay,pending
arlyNagel2779,DePauw University,pending
arlyNagel2779,Northwestern University,denied
arlyNagel2779,Roger Williams University,wait-listed
arlyNagel2779,Florida Gulf Coast University,denied
arlyNagel2779,University of California-Santa Cruz,denied
arlyNagel2779,SUNY College of Environmental Science and Forestry,denied
justinnLoriner5615,New York University,denied
malindaAmeline7390,Transylvania University,pending
odiliaKasper9547,Rice University,pending
odiliaKasper9547,Stevenson University,pending
odiliaKasper9547,Suffolk University,pending
eulalieIkkela8002,Manhattan College,accepted
eulalieIkkela8002,Eastern Washington University,accepted
eulalieIkkela8002,Texas Christian University,pending
eulalieIkkela8002,St Bonaventure University,accepted
eulalieIkkela8002,DePauw University,wait-listed
eulalieIkkela8002,Idaho State University,accepted
eulalieIkkela8002,Indiana University-Bloomington,accepted
eulalieIkkela8002,Wagner College,pending
donellaNicki8042,Washington & Jefferson College,accepted
donellaNicki8042,The College of Saint Scholastica,accepted
donellaNicki8042,University of Nevada-Las Vegas,wait-listed
donellaNicki8042,University of Central Florida,denied
donellaNicki8042,Salve Regina University,pending
donellaNicki8042,Texas Christian University,denied
donellaNicki8042,The University of Alabama,denied
donellaNicki8042,Gordon College,pending
donellaNicki8042,University of Richmond,pending
cindiKarleen2890,University of Alabama at Birmingham,wait-listed
cindiKarleen2890,University of California-Santa Cruz,accepted
cindiKarleen2890,Rice University,pending
cindiKarleen2890,DePauw University,pending
cindiKarleen2890,Saint Louis University,pending
cindiKarleen2890,Princeton University,denied
cindiKarleen2890,Eastern Illinois University,denied
cindiKarleen2890,The University of Montana,accepted
cindiKarleen2890,Campbell University,accepted
ermengardeEmmey5632,School of the Art Institute of Chicago,pending
ermengardeEmmey5632,Florida Gulf Coast University,accepted
ermengardeEmmey5632,Mississippi State University,pending
ermengardeEmmey5632,American University,denied
shaniThetos6555,Centre College,accepted
shaniThetos6555,Northwestern University,denied
shaniThetos6555,Vassar College,denied
shaniThetos6555,Reed College,denied
shaniThetos6555,University of San Diego,pending
shaniThetos6555,Stony Brook University,pending
shaniThetos6555,The University of Montana,wait-listed
shaniThetos6555,Siena College,pending
shaniThetos6555,University of Massachusetts-Amherst,pending
shaniThetos6555,Roger Williams University,accepted
shaniThetos6555,San Diego State University,accepted
shaniThetos6555,California State University-Monterey Bay,pending
shaniThetos6555,Clarkson University,pending
shaniThetos6555,Rice University,denied
chereyLiva9987,University of Alabama at Birmingham,pending
chereyLiva9987,University of Illinois at Chicago,pending
chereyLiva9987,Illinois College,wait-listed
chereyLiva9987,Hope College,pending
jaquenetteFablan7338,SUNY College of Environmental Science and Forestry,accepted
jaquenetteFablan7338,University of Arkansas,pending
jaquenetteFablan7338,University of Nevada-Reno,accepted
jaquenetteFablan7338,California State University-Monterey Bay,accepted
jaquenetteFablan7338,Barnard College,pending
jaquenetteFablan7338,Franklin and Marshall College,accepted
merrillArtemas7908,North Park University,accepted
merrillArtemas7908,Gannon University,accepted
merrillArtemas7908,Illinois College,accepted
merrillArtemas7908,University of Massachusetts-Amherst,denied
merrillArtemas7908,The College of Wooster,pending
merrillArtemas7908,Mount Holyoke College,pending
merrillArtemas7908,Rice University,denied
merrillArtemas7908,Centre College,pending
mandaWoolson5963,Gordon College,pending
mandaWoolson5963,Drake University,accepted
mandaWoolson5963,University of Richmond,pending
mandaWoolson5963,Stony Brook University,denied
mandaWoolson5963,Illinois College,accepted
mandaWoolson5963,University of Delaware,wait-listed
mandaWoolson5963,Texas Christian University,pending
mandaWoolson5963,Saint Louis University,pending
mandaWoolson5963,Wagner College,wait-listed
mandaWoolson5963,Eastern Illinois University,pending
mandaWoolson5963,Temple University,pending
mandaWoolson5963,Rochester Institute of Technology,accepted
mandaWoolson5963,University of California-Davis,accepted
mandaWoolson5963,University of Houston,pending
mandaWoolson5963,St Bonaventure University,pending
mandaWoolson5963,Roger Williams University,pending
mandaWoolson5963,Drexel University,accepted
mandaWoolson5963,University of Utah,accepted
floriaSpohr728,University of Arkansas,pending
floriaSpohr728,Salve Regina University,accepted
floriaSpohr728,The University of Montana,accepted
quintillaLoyce6677,Suffolk University,accepted
quintillaLoyce6677,Barnard College,denied
quintillaLoyce6677,Northwestern University,pending
quintillaLoyce6677,University of Maine,pending
quintillaLoyce6677,Rice University,pending
quintillaLoyce6677,Utah State University,pending
quintillaLoyce6677,Illinois College,denied
quintillaLoyce6677,University of Nevada-Reno,accepted
quintillaLoyce6677,St Bonaventure University,wait-listed
quintillaLoyce6677,Wagner College,pending
quintillaLoyce6677,Stony Brook University,pending
jannelFlossi7884,University of Massachusetts-Amherst,denied
jannelFlossi7884,Barnard College,pending
jannelFlossi7884,Smith College,denied
jannelFlossi7884,Washington & Jefferson College,pending
jannelFlossi7884,California State University-Monterey Bay,wait-listed
jannelFlossi7884,Colgate University,denied
jannelFlossi7884,University of Houston,wait-listed
jannelFlossi7884,Siena College,wait-listed
jannelFlossi7884,Gannon University,accepted
jannelFlossi7884,Centre College,pending
jannelFlossi7884,Mississippi State University,pending
jannelFlossi7884,Reed College,wait-listed
jannelFlossi7884,DePaul University,accepted
jannelFlossi7884,University of Delaware,wait-listed
jannelFlossi7884,Roger Williams University,pending
virginieAlcock6769,Suffolk University,pending
virginieAlcock6769,Barnard College,pending
virginieAlcock6769,Rider University,pending
virginieAlcock6769,Vassar College,accepted
virginieAlcock6769,University of Alabama at Birmingham,pending
virginieAlcock6769,University of Utah,wait-listed
virginieAlcock6769,Roger Williams University,pending
virginieAlcock6769,The College of Wooster,denied
virginieAlcock6769,University of San Diego,accepted
virginieAlcock6769,Fordham University,denied
virginieAlcock6769,University of Massachusetts-Amherst,accepted
virginieAlcock6769,New York University,denied
virginieAlcock6769,University of Arizona,pending
virginieAlcock6769,SUNY College of Environmental Science and Forestry,pending
virginieAlcock6769,Rochester Institute of Technology,accepted
gilliZima3817,Northwestern University,denied
gilliZima3817,New Jersey Institute of Technology,pending
gilliZima3817,Gannon University,pending
gilliZima3817,University of Maine,pending
gilliZima3817,Drake University,pending
gilliZima3817,Merrimack College,accepted
gilliZima3817,Moravian College,accepted
gilliZima3817,California State University-Monterey Bay,wait-listed
gilliZima3817,Gordon College,pending
gilliZima3817,DePaul University,wait-listed
gilliZima3817,Stevenson University,pending
gilliZima3817,Campbell University,accepted
gilliZima3817,Carnegie Mellon University,denied
gilliZima3817,Central Connecticut State University,accepted
gilliZima3817,California State University-Fresno,accepted
gilliZima3817,Williams College,denied
gilliZima3817,Rochester Institute of Technology,denied
gwendolinMusetta7200,Temple University,denied
gwendolinMusetta7200,Rice University,denied
gwendolinMusetta7200,University of Massachusetts-Amherst,pending
gwendolinMusetta7200,The College of Saint Scholastica,accepted
gwendolinMusetta7200,Texas Tech University,accepted
adelaideJamnis9442,University of Massachusetts-Amherst,denied
adelaideJamnis9442,Eastern Illinois University,denied
adelaideJamnis9442,Northwestern University,pending
adelaideJamnis9442,University of Richmond,pending
adelaideJamnis9442,Central Connecticut State University,pending
adelaideJamnis9442,Gordon College,accepted
jeannieTibbetts8023,Mount Holyoke College,pending
jeannieTibbetts8023,Washington & Jefferson College,pending
jeannieTibbetts8023,John Carroll University,pending
jeannieTibbetts8023,The College of Wooster,accepted
jeannieTibbetts8023,Gannon University,wait-listed
jeannieTibbetts8023,University of Arizona,accepted
jeannieTibbetts8023,Transylvania University,wait-listed
jeannieTibbetts8023,Texas Christian University,wait-listed
adianaDarcie4373,Lawrence Technological University,accepted
adianaDarcie4373,Colgate University,pending
adianaDarcie4373,University of Houston,wait-listed
adianaDarcie4373,University of San Diego,pending
adianaDarcie4373,San Diego State University,accepted
adianaDarcie4373,Mississippi State University,pending
adianaDarcie4373,Gordon College,accepted
adianaDarcie4373,Samford University,accepted
adianaDarcie4373,The College of Wooster,pending
adianaDarcie4373,Campbell University,pending
adianaDarcie4373,The University of Montana,accepted
tildaGrati2414,Moravian College,pending
tildaGrati2414,University of San Diego,pending
tildaGrati2414,Suffolk University,accepted
tildaGrati2414,University of California-Davis,accepted
tildaGrati2414,Colgate University,denied
tildaGrati2414,The College of Wooster,accepted
tildaGrati2414,North Park University,wait-listed
tildaGrati2414,California State University-Fresno,wait-listed
tildaGrati2414,School of the Art Institute of Chicago,accepted
tildaGrati2414,University of Maine,pending
tildaGrati2414,Samford University,wait-listed
tildaGrati2414,University of Houston,accepted
tildaGrati2414,Nova Southeastern University,pending
tildaGrati2414,SUNY College of Environmental Science and Forestry,pending
tildaGrati2414,Temple University,pending
tildaGrati2414,University of Arizona,pending
tildaGrati2414,Missouri University of Science and Technology,wait-listed
tildaGrati2414,University of Arkansas,accepted
ardathCiaphus466,Mississippi State University,accepted
ardathCiaphus466,Mercer University,pending
ardathCiaphus466,Florida Gulf Coast University,accepted
ardathCiaphus466,Wagner College,wait-listed
ardathCiaphus466,University of Massachusetts-Amherst,accepted
ardathCiaphus466,Hope College,accepted
ardathCiaphus466,University of Delaware,accepted
ardathCiaphus466,Colorado College,pending
ardathCiaphus466,The College of Wooster,pending
ardathCiaphus466,University of Maine,pending
ardathCiaphus466,Gettysburg College,pending
ardathCiaphus466,New Jersey Institute of Technology,accepted
ardathCiaphus466,Gannon University,pending
ardathCiaphus466,Siena College,accepted
ardathCiaphus466,Hendrix College,pending
ardathCiaphus466,North Park University,pending
mariaFlavia3744,Nova Southeastern University,accepted
mariaFlavia3744,Colorado College,denied
mariaFlavia3744,William Jewell College,accepted
mariaFlavia3744,Fordham University,accepted
mariaFlavia3744,Reed College,denied
mariaFlavia3744,California State University-Monterey Bay,pending
mariaFlavia3744,Moravian College,pending
mariaFlavia3744,The College of Wooster,pending
mariaFlavia3744,Colgate University,pending
mariaFlavia3744,University of Central Florida,pending
mariaFlavia3744,Kalamazoo College,accepted
mariaFlavia3744,California State University-East Bay,pending
mariaFlavia3744,Texas Christian University,pending
mariaFlavia3744,Centre College,pending
mariaFlavia3744,University of Illinois at Chicago,pending
mariaFlavia3744,Smith College,accepted
mariaFlavia3744,Clarkson University,pending
rosetteSunny2994,Drake University,pending
rosetteSunny2994,University of Houston,accepted
rosetteSunny2994,Indiana University-Bloomington,pending
rosetteSunny2994,Northwestern University,pending
rosetteSunny2994,California State University-Fresno,pending
rosetteSunny2994,University of California-Santa Cruz,pending
rosetteSunny2994,Idaho State University,pending
rosetteSunny2994,Rider University,pending
rosetteSunny2994,DePauw University,accepted
rosetteSunny2994,Hendrix College,accepted
jodiHumbert5945,California State University-East Bay,pending
jodiHumbert5945,William Jewell College,pending
jodiHumbert5945,Drake University,pending
jodiHumbert5945,Suffolk University,accepted
jodiHumbert5945,University of Utah,accepted
jodiHumbert5945,University of Houston,pending
jodiHumbert5945,Moravian College,pending
jodiHumbert5945,Central Connecticut State University,accepted
jodiHumbert5945,Eastern Illinois University,accepted
jodiHumbert5945,Mississippi State University,accepted
jodiHumbert5945,Gannon University,accepted
jodiHumbert5945,Washington & Jefferson College,accepted
theodoraVirge600,The University of Montana,accepted
theodoraVirge600,California State University-East Bay,pending
theodoraVirge600,DePaul University,accepted
theodoraVirge600,Iona College,pending
theodoraVirge600,Indiana University-Bloomington,accepted
theodoraVirge600,Massachusetts Institute of Technology,denied
theodoraVirge600,University of Massachusetts-Amherst,accepted
theodoraVirge600,Central Connecticut State University,pending
theodoraVirge600,Missouri University of Science and Technology,pending
theodoraVirge600,Transylvania University,pending
theodoraVirge600,Berry College,pending
theodoraVirge600,University of California-Santa Barbara,pending
theodoraVirge600,Drexel University,pending
theodoraVirge600,Nova Southeastern University,accepted
natividadLucey7880,Kennesaw State University,accepted
natividadLucey7880,Rochester Institute of Technology,accepted
natividadLucey7880,Moravian College,denied
natividadLucey7880,Nova Southeastern University,wait-listed
natividadLucey7880,SUNY College of Environmental Science and Forestry,pending
natividadLucey7880,Salve Regina University,accepted
natividadLucey7880,University of Arizona,pending
charlottaAbra2769,California State University-Fresno,denied
charlottaAbra2769,Illinois College,pending
charlottaAbra2769,California State University-East Bay,pending
charlottaAbra2769,American University,pending
charlottaAbra2769,The University of Montana,accepted
charlottaAbra2769,Manhattan College,accepted
charlottaAbra2769,Merrimack College,pending
charlottaAbra2769,New York University,denied
charlottaAbra2769,Barnard College,pending
charlottaAbra2769,University of Kentucky,pending
charlottaAbra2769,Eastern Washington University,pending
charlottaAbra2769,Indiana University-Bloomington,pending
charlottaAbra2769,Centre College,pending
charlottaAbra2769,Transylvania University,wait-listed
charlottaAbra2769,Washington & Jefferson College,pending
charlottaAbra2769,University of California-Santa Cruz,accepted
charlottaAbra2769,Gettysburg College,accepted
charlottaAbra2769,University of California-Santa Barbara,denied
charlottaAbra2769,The University of Alabama,accepted
daelMcClure8636,Colorado College,denied
daelMcClure8636,University of Arkansas,accepted
daelMcClure8636,Mount Holyoke College,wait-listed
daelMcClure8636,Hope College,pending
daelMcClure8636,DePaul University,accepted
daelMcClure8636,Temple University,accepted
daelMcClure8636,Iona College,pending
nancyLowis5531,Illinois College,accepted
nancyLowis5531,Massachusetts Institute of Technology,wait-listed
nancyLowis5531,Vassar College,denied
ediFalconer2325,Williams College,denied
ediFalconer2325,Siena College,accepted
ediFalconer2325,Missouri University of Science and Technology,accepted
ediFalconer2325,Hope College,pending
ediFalconer2325,California State University-East Bay,accepted
ediFalconer2325,Vassar College,pending
ediFalconer2325,Rochester Institute of Technology,pending
ediFalconer2325,University of California-Davis,denied
ediFalconer2325,Moravian College,wait-listed
ediFalconer2325,Gordon College,accepted
ediFalconer2325,Gannon University,pending
ediFalconer2325,Stevenson University,pending
ediFalconer2325,Stony Brook University,accepted
ediFalconer2325,Utah State University,pending
ediFalconer2325,University of California-Santa Cruz,wait-listed
libAlister9407,Manhattan College,wait-listed
libAlister9407,Campbell University,pending
libAlister9407,Temple University,pending
libAlister9407,Iona College,pending
libAlister9407,Indiana University-Bloomington,accepted
libAlister9407,Drake University,denied
libAlister9407,North Park University,denied
libAlister9407,SUNY College of Environmental Science and Forestry,accepted
libAlister9407,The University of Montana,pending
libAlister9407,John Carroll University,accepted
libAlister9407,Rider University,accepted
libAlister9407,University of Richmond,pending
libAlister9407,Missouri University of Science and Technology,accepted
libAlister9407,University of Alabama at Birmingham,accepted
libAlister9407,Mississippi State University,denied
cindelynSecrest1522,Rice University,denied
cindelynSecrest1522,Missouri University of Science and Technology,accepted
cindelynSecrest1522,Barnard College,wait-listed
cindelynSecrest1522,New York University,accepted
cindelynSecrest1522,Campbell University,accepted
cindelynSecrest1522,University of California-Davis,pending
cindelynSecrest1522,San Diego State University,denied
cindelynSecrest1522,Illinois College,accepted
cindelynSecrest1522,American University,pending
shaineStempien2678,Texas Christian University,accepted
shaineStempien2678,University of Nevada-Las Vegas,accepted
shaineStempien2678,University of California-Davis,wait-listed
shaineStempien2678,Gannon University,pending
shaineStempien2678,Gordon College,wait-listed
shaineStempien2678,SUNY College of Environmental Science and Forestry,accepted
shaineStempien2678,California State University-Fresno,accepted
shaineStempien2678,Vassar College,denied
shaineStempien2678,University of Maine,accepted
miguelitaFannie2113,Westmont College,accepted
miguelitaFannie2113,University of Central Florida,pending
miguelitaFannie2113,Lawrence Technological University,denied
miguelitaFannie2113,Temple University,pending
miguelitaFannie2113,Washington & Jefferson College,denied
miguelitaFannie2113,Mount Holyoke College,denied
miguelitaFannie2113,Gettysburg College,accepted
miguelitaFannie2113,Idaho State University,accepted
miguelitaFannie2113,Mississippi State University,pending
miguelitaFannie2113,California State University-Fresno,pending
miguelitaFannie2113,Centre College,accepted
miguelitaFannie2113,Northwestern University,pending
miguelitaFannie2113,Rider University,wait-listed
miguelitaFannie2113,Illinois College,pending
miguelitaFannie2113,Wagner College,pending
audiElnore164,The College of Wooster,wait-listed
audiElnore164,Kalamazoo College,accepted
audiElnore164,Illinois College,accepted
audiElnore164,Salve Regina University,pending
audiElnore164,Westmont College,pending
audiElnore164,New Jersey Institute of Technology,pending
audiElnore164,Transylvania University,accepted
audiElnore164,Colorado College,pending
audiElnore164,University of Hartford,accepted
fredraLuanne7925,Barnard College,denied
fredraLuanne7925,Saint Louis University,accepted
fredraLuanne7925,Washington & Jefferson College,accepted
fredraLuanne7925,Texas Christian University,pending
fredraLuanne7925,University of Kentucky,pending
fredraLuanne7925,Merrimack College,accepted
fredraLuanne7925,Rochester Institute of Technology,pending
fredraLuanne7925,Princeton University,pending
fredraLuanne7925,University of California-Santa Barbara,pending
fredraLuanne7925,University of San Diego,accepted
fredraLuanne7925,Temple University,pending
fredraLuanne7925,University of Central Florida,pending
fredraLuanne7925,The College of Saint Scholastica,accepted
fredraLuanne7925,Wagner College,pending
tierneyTedder2317,Stony Brook University,accepted
tierneyTedder2317,School of the Art Institute of Chicago,accepted
tierneyTedder2317,Illinois College,pending
tierneyTedder2317,The College of Wooster,wait-listed
tierneyTedder2317,Siena College,pending
tierneyTedder2317,San Diego State University,accepted
myriamFarrington6251,Samford University,pending
myriamFarrington6251,SUNY College of Environmental Science and Forestry,pending
myriamFarrington6251,North Park University,pending
myriamFarrington6251,Utah State University,pending
myriamFarrington6251,Salve Regina University,pending
myriamFarrington6251,The University of Alabama,denied
myriamFarrington6251,DePauw University,pending
mabSholom8801,University of Houston,accepted
mabSholom8801,University of California-Santa Cruz,pending
mabSholom8801,Merrimack College,pending
mabSholom8801,DePauw University,accepted
mabSholom8801,University of Delaware,pending
mabSholom8801,Gordon College,pending
mabSholom8801,Westmont College,wait-listed
mabSholom8801,Lawrence Technological University,denied
mabSholom8801,Kalamazoo College,accepted
mabSholom8801,Providence College,pending
mabSholom8801,California State University-Fresno,pending
emelitaHacker4135,Idaho State University,pending
emelitaHacker4135,University of Alabama at Birmingham,pending
emelitaHacker4135,Colgate University,wait-listed
emelitaHacker4135,Lawrence Technological University,pending
emelitaHacker4135,Stony Brook University,denied
emelitaHacker4135,Wagner College,accepted
emelitaHacker4135,North Park University,pending
danieleJob6026,Missouri University of Science and Technology,pending
danieleJob6026,Northwestern University,pending
danieleJob6026,Massachusetts Institute of Technology,denied
danieleJob6026,DePaul University,pending
danieleJob6026,New Jersey Institute of Technology,accepted
danieleJob6026,Barnard College,wait-listed
danieleJob6026,Berry College,accepted
danieleJob6026,Indiana University-Bloomington,wait-listed
danieleJob6026,Eastern Illinois University,wait-listed
danieleJob6026,Texas Tech University,accepted
danieleJob6026,Merrimack College,wait-listed
danieleJob6026,St Bonaventure University,accepted
danieleJob6026,California State University-Fresno,wait-listed
danieleJob6026,Nova Southeastern University,pending
danieleJob6026,Franklin and Marshall College,pending
ollieBronwen3845,Carnegie Mellon University,pending
ollieBronwen3845,University of California-Santa Cruz,accepted
ollieBronwen3845,University of Illinois at Chicago,pending
ollieBronwen3845,St Bonaventure University,accepted
ollieBronwen3845,Mercer University,pending
ollieBronwen3845,American University,denied
ollieBronwen3845,Franklin and Marshall College,pending
ollieBronwen3845,Idaho State University,accepted
valrySherilyn3600,Illinois College,accepted
valrySherilyn3600,Northwestern University,pending
valrySherilyn3600,Hendrix College,accepted
valrySherilyn3600,University of Richmond,pending
valrySherilyn3600,Rider University,pending
valrySherilyn3600,Massachusetts Institute of Technology,pending
valrySherilyn3600,California State University-Fresno,accepted
valrySherilyn3600,California State University-East Bay,pending
valrySherilyn3600,Transylvania University,pending
valrySherilyn3600,Nova Southeastern University,accepted
valrySherilyn3600,University of California-Santa Barbara,denied
valrySherilyn3600,Merrimack College,accepted
marjeMaggee2701,Saint Louis University,accepted
marjeMaggee2701,Roger Williams University,pending
marjeMaggee2701,New York University,pending
marjeMaggee2701,Merrimack College,pending
johannahWiltz3408,University of Illinois at Chicago,accepted
jackquelineFrost6738,University of California-Davis,pending
jackquelineFrost6738,University of Arkansas,pending
jackquelineFrost6738,Wagner College,wait-listed
jackquelineFrost6738,University of Hartford,pending
jackquelineFrost6738,University of Richmond,pending
jackquelineFrost6738,New York University,pending
jackquelineFrost6738,Hope College,pending
